gene_symbol	geneid	ensemblid	geneNcbiType	geneDSI	geneDPI	genepLI	uniprotids	protein_classid	protein_class_name	disease_name	diseaseType	diseaseUMLSCUI	diseaseClasses_MSH	diseaseClasses_UMLS_ST	diseaseClasses_DO	diseaseClasses_HPO	numCTsupportingAssociation	numPMIDs	chemicalsIncludedInEvidence	score	yearInitial	yearFinal	evidence_level	evidence_index	diseaseid
TGFBR1	7046	ENSG00000106799	protein-coding	0.422	0.913	0.96321	B4DXN7|P36897|F8W0K6|Q5T7S2	DTO_03300101	Kinase	Craniosynostosis	disease	C0010278	Musculoskeletal Diseases (C05)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the musculoskeletal system (33127)|Abnormality of head or neck (00152)	0	2		0.45	2010	2020		1	C0010278
VDR	7421	ENSG00000111424	protein-coding	0.336	0.957	0.0107	P11473|F1D8P8	DTO_00102000	Nuclear receptor	Autoimmune Hepatitis with Centrilobular Necrosis	disease	C1332355		Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C1332355
NAGA	4668	ENSG00000198951	protein-coding	0.589	0.739	5.1147e-14	P17050			Angiokeratoma	disease	C0002985	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the integument (01574)|Abnormality of the cardiovascular system (01626)	0	0		0.45				1	C0002985
TGFBR1	7046	ENSG00000106799	protein-coding	0.422	0.913	0.96321	B4DXN7|P36897|F8W0K6|Q5T7S2	DTO_03300101	Kinase	Colorectal Neoplasms, Hereditary Nonpolyposis	disease	C0009405	Digestive System Diseases (C06)|Neoplasms (C04)|Nutritional and Metabolic Diseases (C18)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)	Neoplastic Process (T191)	genetic disease (630)|syndrome (225)		0	0		0.45				1	C0009405
ERCC2	2068	ENSG00000104884	protein-coding	0.419	0.913	6.4219e-28	P18074	DTO_05007624	Enzyme	Precursor Lymphoblastic Leukemia/Lymphoma	disease	C1335469	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.45				1	C1335469
ERCC2	2068	ENSG00000104884	protein-coding	0.419	0.913	6.4219e-28	P18074	DTO_05007624	Enzyme	Disease, Ischemic Heart	disease	C0151744	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C0151744
HK1	3098	ENSG00000156515	protein-coding	0.444	0.87	1	P19367|B3KXY9|A8K7J7|Q59FD4|P78542|A0A994J753	DTO_03300101	Kinase	Hereditary motor and sensory neuropathy, types I-IV	disease	C1408182		Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)		0	0		0.45					C1408182
ETS1	2113	ENSG00000134954	protein-coding	0.426	0.913	0.99981	A8K725|P14921|B4DW78	DTO_05007542	Transcription factor	Celiac Disease	disease	C0007570	Digestive System Diseases (C06)|Nutritional and Metabolic Diseases (C18)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the immune system (02715)|Abnormality of the digestive system (25031)	0	1		0.45	2010	2010		1	C0007570
HSPA8	3312	ENSG00000109971	protein-coding	0.52	0.913	1	V9HW22|Q53HF2|P11142			Hypertension, Renal	disease	C0020544	Cardiovascular Diseases (C14)|Urogenital Diseases (C12)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C0020544
NQO1	1728	ENSG00000181019	protein-coding	0.439	0.913	2.3078e-08	P15559|B4DLR8			High blood pressure	disease	C0020538	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the cardiovascular system (01626)	0	0		0.45				1	C0020538
SLC25A4	291	ENSG00000151729	protein-coding	0.521	0.913	0.41552	P12235|A0A0S2Z3H3	DTO_05007405	Transporter	Nearsightedness	disease	C0027092	Eye Diseases (C11)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the eye (00478)	0	0		0.45					C0027092
VDR	7421	ENSG00000111424	protein-coding	0.336	0.957	0.0107	P11473|F1D8P8	DTO_00102000	Nuclear receptor	Other otosclerosis	disease	C0029696	Otorhinolaryngologic Diseases (C09)	Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)		0	0		0.45				1	C0029696
ERBB3	2065	ENSG00000065361	protein-coding	0.389	0.913	2.4388e-16	P21860	DTO_03300101	Kinase	Idiopathic Intestinal Pseudo-Obstruction	disease	C0021847	Digestive System Diseases (C06)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the digestive system (25031)	0	0		0.45					C0021847
PLCG2	5336	ENSG00000197943	protein-coding	0.534	0.826	0.99864	P16885	DTO_05007624	Enzyme	Inflammatory Bowel Diseases	disease	C0021390	Digestive System Diseases (C06)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the immune system (02715)|Abnormality of the digestive system (25031)	0	1		0.45	2017	2017		1	C0021390
GARS1	2617	ENSG00000106105	protein-coding	0.569	0.739	0.00051213	P41250	DTO_05007624	Enzyme	Pes cavus	disease	C0728829	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Skin and Connective Tissue Diseases (C17)|Musculoskeletal Diseases (C05)	Congenital Abnormality (T019)		Abnormality of limbs (40064)	0	0		0.45					C0728829
CTNNB1	1499	ENSG00000168036	protein-coding	0.278	0.913	1	P35222|B4DGU4			microcephaly (physical finding)	phenotype	C4551563		Finding (T033)		Abnormality of the musculoskeletal system (33127)|Abnormality of head or neck (00152)|Abnormality of the nervous system (00707)	0	0		0.45					C4551563
VDR	7421	ENSG00000111424	protein-coding	0.336	0.957	0.0107	P11473|F1D8P8	DTO_00102000	Nuclear receptor	Malignant basal cell tumor	disease	C1368295	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.45				1	C1368295
SYK	6850	ENSG00000165025	protein-coding	0.442	0.913	1	P43405	DTO_03300101	Kinase	Rash and other nonspecific skin eruption	phenotype	C5779628	Skin and Connective Tissue Diseases (C17)|Immune System Diseases (C20)|Hemic and Lymphatic Diseases (C15)	Sign or Symptom (T184)		Abnormality of the immune system (02715)|Abnormality of the integument (01574)	0	0		0.45					C5779628
ERCC2	2068	ENSG00000104884	protein-coding	0.419	0.913	6.4219e-28	P18074	DTO_05007624	Enzyme	Leukoplakia and other disturbances of oral epithelium, including tongue	disease	C1112530		Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C1112530
STAT3	6774	ENSG00000168610	protein-coding	0.314	0.913	1	P40763|A0A7I2V395	DTO_05007557	Nucleic acid binding	Disease, Primary Myocardial	disease	C0033141	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	2		0.45	2000	2014		1	C0033141
LONP1	9361	ENSG00000196365	protein-coding	0.514	0.913	0.99962	P36776	DTO_05007624	Enzyme	Congenital diaphragmatic hernia	disease	C0235833	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Pathological Conditions, Signs and Symptoms (C23)	Congenital Abnormality (T019)		Abnormality of the musculoskeletal system (33127)	0	1		0.45	2021	2021		1	C0235833
VDR	7421	ENSG00000111424	protein-coding	0.336	0.957	0.0107	F1D8P8|P11473	DTO_00102000	Nuclear receptor	Tuberculoma	disease	C0041295	Infections (C01)	Disease or Syndrome (T047)	disease by infectious agent (0050117)		0	0		0.45				1	C0041295
VDR	7421	ENSG00000111424	protein-coding	0.336	0.957	0.0107	P11473|F1D8P8	DTO_00102000	Nuclear receptor	Bonnevie Ullrich Syndrome	disease	C1527168	Cardiovascular Diseases (C14)|Endocrine System Diseases (C19)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Urogenital Diseases (C12)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C1527168
ERCC2	2068	ENSG00000104884	protein-coding	0.419	0.913	6.4219e-28	P18074	DTO_05007624	Enzyme	Malignant neoplasm of head of pancreas	disease	C0153458	Neoplasms (C04)|Endocrine System Diseases (C19)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0153458
RXRA	6256	ENSG00000186350	protein-coding	0.45	0.87	1	F1D8Q5|A0A5F9ZHH6|Q6P3U7|P19793	DTO_00102000	Nuclear receptor	Malignant neoplasm of head of pancreas	disease	C0153458	Neoplasms (C04)|Endocrine System Diseases (C19)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0153458
BRCA1	672	ENSG00000012048	protein-coding	0.341	0.957	1.4282e-34	A0A9Y1QQK3|P38398	DTO_05007624	Enzyme	Malignant neoplasm of head of pancreas	disease	C0153458	Neoplasms (C04)|Endocrine System Diseases (C19)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	1		0.45	2015	2015		1	C0153458
BRCA1	672	ENSG00000012048	protein-coding	0.341	0.957	1.4282e-34	A0A9Y1QQK3|P38398	DTO_05007624	Enzyme	Malignant neoplasm of other specified sites of pancreas	disease	C0153463	Neoplasms (C04)|Endocrine System Diseases (C19)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	1		0.45	2015	2015		1	C0153463
CALR	811	ENSG00000179218	protein-coding	0.399	0.913	0.99964	V9HW88|P27797	DTO_05007616	Calcium-binding protein	Malignant neoplasm of middle lobe, bronchus or lung	disease	C0153491	Neoplasms (C04)|Respiratory Tract Diseases (C08)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0153491
BRCA1	672	ENSG00000012048	protein-coding	0.341	0.957	1.4282e-34	A0A9Y1QQK3|P38398	DTO_05007624	Enzyme	Malignant neoplasm of nasopharynx	disease	C0153392	Neoplasms (C04)|Otorhinolaryngologic Diseases (C09)|Stomatognathic Diseases (C07)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0153392
BRCA1	672	ENSG00000012048	protein-coding	0.341	0.957	1.4282e-34	A0A9Y1QQK3|P38398	DTO_05007624	Enzyme	Malignant neoplasm of posterior wall of nasopharynx	disease	C0153394		Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0153394
BRCA1	672	ENSG00000012048	protein-coding	0.341	0.957	1.4282e-34	A0A9Y1QQK3|P38398	DTO_05007624	Enzyme	Malignant neoplasm of body of stomach	disease	C0153421	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0153421
ERCC2	2068	ENSG00000104884	protein-coding	0.419	0.913	6.4219e-28	P18074	DTO_05007624	Enzyme	Myelodysplasias, Hematopoetic	phenotype	C2713368	Hemic and Lymphatic Diseases (C15)	Pathologic Function (T046)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.45				1	C2713368
VDR	7421	ENSG00000111424	protein-coding	0.336	0.957	0.0107	P11473|F1D8P8	DTO_00102000	Nuclear receptor	Familial hyperparathyroidism	disease	C0271846	Endocrine System Diseases (C19)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C0271846
APEX1	328	ENSG00000100823	protein-coding	0.428	0.913	1.0883e-10	Q5TZP7|P27695			Severe pre-eclampsia, unspecified as to episode of care	disease	C0156669		Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C0156669
SLC25A4	291	ENSG00000151729	protein-coding	0.521	0.913	0.41552	P12235|A0A0S2Z3H3	DTO_05007405	Transporter	Mitochondrial DNA Depletion Syndrome 12	disease	C4321247		Disease or Syndrome (T047)	disease of metabolism (0014667)|genetic disease (630)		0	0		0.45					C4321247
STAT3	6774	ENSG00000168610	protein-coding	0.314	0.913	1	P40763|A0A7I2V395	DTO_05007557	Nucleic acid binding	Angiosarcoma nonmetastatic	disease	C0854893	Cardiovascular Diseases (C14)|Neoplasms (C04)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0854893
PTGS1	5742	ENSG00000095303	protein-coding	0.466	0.913	2.6587e-09	A0A087X296|P23219	DTO_05007624	Enzyme	Damage, Reperfusion	disease	C0035126	Pathological Conditions, Signs and Symptoms (C23)|Cardiovascular Diseases (C14)	Injury or Poisoning (T037)			0	1		0.45	1999	1999		1	C0035126
FLNA	2316	ENSG00000196924	protein-coding	0.387	0.913		Q6NXF2|P21333|Q60FE5			Global developmental delay	disease	C0557874	Nervous System Diseases (C10)|Mental Disorders (F03)|Behavior and Behavior Mechanisms (F01)|Pathological Conditions, Signs and Symptoms (C23)	Mental or Behavioral Dysfunction (T048)		Abnormality of the nervous system (00707)	0	2		0.45	2011	2021		1	C0557874
GARS1	2617	ENSG00000106105	protein-coding	0.569	0.739	0.00051213	P41250	DTO_05007624	Enzyme	DSMAVA	disease	C5399969		Disease or Syndrome (T047)			0	16		0.45	1993	2020		1	C5399969
CDKN1A	1026	ENSG00000124762	protein-coding	0.378	0.957	1.7452e-05	P38936			Leukoplakia and other disturbances of oral epithelium, including tongue	disease	C1112530		Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.45				1	C1112530
TYMP	1890	ENSG00000025708	protein-coding	0.435	0.87	6.8807e-20	E5KRG5|B2RBL3|P19971	DTO_05007624	Enzyme	Mngie Without Leukoencephalopathy	disease	C3501849	Pathological Conditions, Signs and Symptoms (C23)|Digestive System Diseases (C06)|Musculoskeletal Diseases (C05)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Eye Diseases (C11)|Nervous System Diseases (C10)	Disease or Syndrome (T047)	genetic disease (630)|disease of metabolism (0014667)		0	2		0.45	2006	2013		1	C3501849
EEF2	1938	ENSG00000167658	protein-coding	0.574	0.826	0.99999	P13639	DTO_05007624	Enzyme	Glaucomas	disease	C0017601	Eye Diseases (C11)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the eye (00478)	0	0		0.45				1	C0017601
OTX2	5015	ENSG00000165588	protein-coding	0.492	0.957	0.9998	P32243|F1T0C9|F1T0D1|F1T0D0	DTO_05007542	Transcription factor	Septo-optic dysplasia	disease	C0338503	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Eye Diseases (C11)|Nervous System Diseases (C10)	Disease or Syndrome (T047)	syndrome (225)|genetic disease (630)	Abnormality of the nervous system (00707)|Abnormality of the eye (00478)	0	2		0.45	2011	2014		1	C0338503
PIK3R1	5295	ENSG00000145675	protein-coding	0.434	0.913	1	A0A2X0SFG1|P27986	DTO_03300101	Kinase	Astroblastoma	disease	C0334587	Neoplasms (C04)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0334587
MAPK1	5594	ENSG00000100030	protein-coding	0.336	0.957	0.99852	Q499G7|P28482|Q1HBJ4	DTO_03300101	Kinase	Endometrial Endometrioid Adenocarcinoma, Variant with Squamous Differentiation	disease	C0279763		Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0279763
GPX4	2879	ENSG00000167468	protein-coding	0.458	0.913	2.6078e-10	Q6PI42|P36969	DTO_05007624	Enzyme	Malignant neoplasm of large intestine	disease	C0346629	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0346629
PIK3R1	5295	ENSG00000145675	protein-coding	0.434	0.913	1	A0A2X0SFG1|P27986	DTO_03300101	Kinase	Malignant neoplasm of large intestine	disease	C0346629	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0346629
WT1	7490	ENSG00000184937	protein-coding	0.378	0.913	1	Q6PI38|P19544	DTO_05007557	Nucleic acid binding	diffuse malignant mesothelioma	disease	C0392400	Neoplasms (C04)|Respiratory Tract Diseases (C08)	Neoplastic Process (T191)	disease of cellular proliferation (14566)		0	1		0.45	2013	2013		1	C0392400
PPARG	5468	ENSG00000132170	protein-coding	0.334	0.957	0.21172	E9PFV2|E9PFX5|D2KUA6|P37231|A0A494C1F9	DTO_00102000	Nuclear receptor	FPLD1	disease	C1720859	Skin and Connective Tissue Diseases (C17)|Nutritional and Metabolic Diseases (C18)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	1		0.45	2009	2009		1	C1720859
BRCA1	672	ENSG00000012048	protein-coding	0.341	0.957	1.4282e-34	A0A9Y1QQK3|P38398	DTO_05007624	Enzyme	Breakage, Chromosome	phenotype	C0376628	Pathological Conditions, Signs and Symptoms (C23)	Cell or Molecular Dysfunction (T049)		Abnormality of metabolism/homeostasis (01939)|Abnormal cellular phenotype (25354)	0	1		0.45	2005	2005		1	C0376628
SDHB	6390	ENSG00000117118	protein-coding	0.449	0.913	0.027506	P21912	DTO_05007624	Enzyme	MITOCHONDRIAL COMPLEX II DEFICIENCY, NUCLEAR TYPE 4	disease	C5543176		Disease or Syndrome (T047)			0	7		0.45	2007	2020		1	C5543176
ERCC2	2068	ENSG00000104884	protein-coding	0.419	0.913	6.4219e-28	P18074	DTO_05007624	Enzyme	Acquired Immuno Deficiency Syndrome	disease	C0001175	Urogenital Diseases (C12)|Infections (C01)|Immune System Diseases (C20)	Disease or Syndrome (T047)	disease by infectious agent (0050117)		0	0		0.45				1	C0001175
SLC25A4	291	ENSG00000151729	protein-coding	0.521	0.913	0.41552	A0A0S2Z3H3|P12235	DTO_05007405	Transporter	CARDIOMYOPATHY, DILATED, 1H	disease	C1858591	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)		0	0		0.45				1	C1858591
AR	367	ENSG00000169083	protein-coding	0.331	0.957		F1D8N5|P10275|G4VV16|A0A087WUX9|Q9NUA2			Attention-Deficit Disorder NOS	disease	C0041671	Mental Disorders (F03)	Mental or Behavioral Dysfunction (T048)	disease of mental health (150)		0	0		0.45				1	C0041671
MAPK3	5595	ENSG00000102882	protein-coding	0.324	0.957	8.3786e-07	L7RXH5|P27361|Q9BWJ1	DTO_03300101	Kinase	Endometrial Endometrioid Adenocarcinoma, Variant with Squamous Differentiation	disease	C0279763		Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0279763
XRCC5	7520	ENSG00000079246	protein-coding	0.504	0.913	1	P13010	DTO_05007624	Enzyme	Rectal Carcinoma	disease	C0007113	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.45				1	C0007113
NQO1	1728	ENSG00000181019	protein-coding	0.439	0.913	2.3078e-08	P15559|B4DLR8			Small cell carcinoma, intermediate cell	disease	C0334239	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)		0	0		0.45				1	C0334239
LONP1	9361	ENSG00000196365	protein-coding	0.514	0.913	0.99962	P36776	DTO_05007624	Enzyme	Mental retardation, nonspecific	disease	C3714756	Behavior and Behavior Mechanisms (F01)|Nervous System Diseases (C10)|Mental Disorders (F03)|Pathological Conditions, Signs and Symptoms (C23)	Mental or Behavioral Dysfunction (T048)		Abnormality of the nervous system (00707)	0	4		0.45	2011	2021		1	C3714756
FLNA	2316	ENSG00000196924	protein-coding	0.387	0.913		Q6NXF2|Q60FE5|P21333			Hearing Loss, Conductive	disease	C0018777	Otorhinolaryngologic Diseases (C09)|Nervous System Diseases (C10)|Pathological Conditions, Signs and Symptoms (C23)	Disease or Syndrome (T047)		Abnormality of the ear (00598)	0	0		0.45					C0018777
BRCA1	672	ENSG00000012048	protein-coding	0.341	0.957	1.4282e-34	A0A9Y1QQK3|P38398	DTO_05007624	Enzyme	Malignant neoplasm of large intestine	disease	C0346629	Neoplasms (C04)|Digestive System Diseases (C06)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45					C0346629
NAGA	4668	ENSG00000198951	protein-coding	0.589	0.739	5.1147e-14	P17050			Angiokeratoma of skin	disease	C0346075	Neoplasms (C04)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	0		0.45				1	C0346075
LONP1	9361	ENSG00000196365	protein-coding	0.514	0.913	0.99962	P36776	DTO_05007624	Enzyme	Short stature	phenotype	C0349588	Pathological Conditions, Signs and Symptoms (C23)	Finding (T033)		Growth abnormality (01507)	0	1		0.45	2021	2021		1	C0349588
